cid,date_of_birth,gender,year,job_code,number_of_children,marital_status,city,home_status,cars,income,spendings
0000000410,1958-12-08,1,2026,4,0,2,2,3,2,670,303
0000000411,1953-12-10,0,2026,4,0,2,2,3,2,1377,547
0000000412,1976-12-04,1,2026,3,1,2,1,3,1,1861,515
0000000413,1973-12-06,1,2026,4,1,4,4,3,2,785,332
0000000414,1967-12-08,0,2026,4,0,2,3,3,1,570,224
0000000415,1961-12-10,1,2026,4,0,3,3,3,2,1441,696
0000000416,1958-12-11,0,2026,1,0,4,2,3,2,1556,601
0000000417,1968-12-09,1,2026,4,0,1,3,3,2,1572,622
0000000418,1963-12-11,1,2026,4,0,4,2,3,2,441,204
0000000419,1970-12-10,0,2026,4,0,4,2,3,2,1647,726
0000000420,1962-12-12,0,2026,4,0,2,1,3,2,815,387
0000000421,1970-12-11,1,2026,4,0,4,3,3,2,1418,638
0000000422,1973-12-10,0,2026,2,0,4,1,3,2,3494,2198
0000000423,1956-12-15,0,2026,4,1,3,4,3,2,1529,741
0000000424,1954-12-16,1,2026,4,0,2,2,3,2,1350,513
0000000425,1962-12-15,1,2026,4,2,3,3,3,2,1489,620
0000000426,1956-12-16,0,2026,4,0,4,2,3,2,1051,544
0000000427,1954-12-18,1,2026,4,0,2,3,3,2,564,323
0000000428,1975-12-13,1,2026,2,0,4,3,3,1,6263,1834
0000000429,1961-12-17,1,2026,4,1,4,2,3,2,527,259
0000000430,1961-12-17,0,2026,4,0,1,3,3,1,423,211
0000000431,1974-12-15,0,2026,1,1,4,2,3,2,1450,1132
0000000432,1969-12-16,1,2026,4,2,4,1,3,2,526,209
0000000433,1956-12-20,1,2026,4,0,4,2,3,1,802,236
0000000434,1959-12-20,0,2026,2,2,3,2,3,2,4435,2263
0000000435,1967-12-19,1,2026,4,0,2,1,3,2,879,331
0000000436,1971-12-18,1,2026,2,0,4,2,3,2,4237,2296
0000000437,1960-12-21,0,2026,3,0,4,1,2,2,2083,781
0000000438,1968-12-19,0,2026,4,0,4,2,3,2,656,270
0000000439,1970-12-20,0,2026,2,0,4,3,3,2,3129,1422
0000000440,1974-12-19,0,2026,2,0,4,2,3,2,5386,2037
0000000441,1966-12-22,0,2026,1,0,4,4,3,1,1967,927
0000000442,1959-12-24,1,2026,4,0,3,2,2,2,866,313
0000000443,1960-12-24,1,2026,4,0,3,2,2,2,1101,364
0000000444,1977-12-20,0,2026,2,2,4,2,3,1,6763,3745
0000000445,1960-12-25,1,2026,4,0,2,3,3,2,726,327
0000000446,1967-12-24,1,2026,2,1,4,3,3,1,9722,3330
0000000447,1958-12-27,1,2026,4,0,3,3,3,2,1791,1054
0000000448,1975-12-23,1,2026,3,1,4,2,3,2,3897,1548
0000000449,1958-12-28,0,2026,4,0,2,1,3,2,699,351
0000000450,1961-12-27,0,2026,1,0,4,2,3,2,2039,1037
0000000451,1959-12-29,1,2026,4,0,3,3,3,2,2478,1077
0000000452,1966-12-27,0,2026,4,1,4,2,3,2,678,343
0000000453,1962-12-29,1,2026,4,0,2,1,3,2,1005,401
0000000454,1967-12-28,0,2026,4,0,4,3,3,1,1609,628
0000000455,1961-12-30,0,2026,4,0,4,2,3,2,1105,452
0000000456,1974-12-27,1,2026,2,1,4,1,3,1,5994,1712
0000000457,1960-01-01,0,2026,4,0,4,3,3,2,1264,642
0000000458,1963-12-31,0,2026,4,1,4,3,3,2,628,500
0000000459,1963-01-01,0,2026,4,0,2,2,3,2,1334,629
0000000460,1974-12-29,0,2026,2,0,4,1,2,2,3643,1265
0000000461,1959-01-03,0,2026,4,0,3,3,3,1,525,133
0000000462,1972-12-30,0,2026,2,1,4,2,3,2,4059,1586
0000000463,1972-01-01,0,2026,4,0,4,1,3,2,1337,527
0000000464,1971-01-01,0,2026,4,1,4,1,3,2,1239,745
0000000465,1958-01-05,1,2026,4,1,3,2,3,2,1839,700
0000000466,1959-01-05,1,2026,4,0,4,1,3,2,695,286
0000000467,1970-01-03,1,2026,4,0,4,2,3,2,838,407
0000000468,1969-01-03,1,2026,4,2,2,4,3,2,1525,692
0000000469,1971-01-04,1,2026,3,1,4,4,3,2,2494,978
0000000470,1971-01-04,1,2026,4,1,2,1,3,2,1779,687
0000000471,1968-01-06,0,2026,3,2,4,2,2,2,3506,924
0000000472,1977-01-03,0,2026,2,0,2,3,3,2,6132,2518
0000000473,1965-01-07,1,2026,4,0,4,1,3,2,1185,535
0000000474,1957-01-09,1,2026,1,1,2,2,3,1,950,319
0000000475,1964-01-09,0,2026,4,1,4,3,3,2,3012,1206
0000000476,1973-01-06,0,2026,2,2,4,2,3,2,3640,1716
0000000477,1972-01-08,1,2026,4,0,4,2,3,2,1753,712
0000000478,1976-01-07,0,2026,1,1,4,4,3,2,1604,624
0000000479,1958-01-12,1,2026,4,0,3,4,3,2,757,313
0000000480,1970-01-09,1,2026,4,0,4,4,3,2,589,294
0000000481,1965-01-11,1,2026,2,1,4,2,3,2,3343,1315
0000000482,1954-01-14,0,2026,4,0,4,2,2,2,1639,650
0000000483,1979-01-09,0,2026,2,1,4,4,2,2,4501,1396
0000000484,1964-01-13,1,2026,4,1,3,3,3,2,1211,594
0000000485,1965-01-13,1,2026,4,0,4,4,3,2,1853,761
0000000486,1973-01-11,0,2026,3,0,4,4,2,2,1731,779
0000000487,1971-01-13,0,2026,4,0,4,2,3,2,1053,615
0000000488,1972-01-13,1,2026,2,1,4,1,3,2,5409,2713
0000000489,1963-01-16,1,2026,1,0,4,2,3,2,661,345
0000000490,1968-01-15,1,2026,4,0,2,2,3,2,1313,545
0000000491,1957-01-18,1,2026,4,0,4,2,3,1,626,227
0000000492,1977-01-13,1,2026,2,0,1,2,3,2,4574,2530
0000000493,1978-01-14,0,2026,1,1,2,4,3,2,2824,1499
0000000494,1964-01-18,1,2026,4,0,2,2,3,1,1215,494
0000000495,1977-01-15,0,2026,2,2,4,3,3,2,3991,1758
0000000496,1965-01-18,1,2026,4,0,2,4,3,1,579,148
0000000497,1968-01-19,1,2026,2,0,4,2,3,1,4822,2127
0000000498,1958-01-21,1,2026,4,0,3,2,3,2,1487,784
0000000499,1955-01-23,0,2026,4,0,4,4,3,2,1627,847
0000000500,1964-01-21,1,2026,4,1,3,2,3,2,496,237
0000000501,1960-01-23,1,2026,4,2,4,1,3,2,445,178
0000000502,1964-01-22,0,2026,4,0,4,4,3,2,895,364
0000000503,1959-01-24,0,2026,4,0,2,3,3,1,2414,898
0000000504,1955-01-25,1,2026,4,0,3,4,3,1,347,102
0000000505,1963-01-24,1,2026,4,0,2,3,3,2,1577,838
0000000506,1968-01-23,1,2026,4,0,4,3,3,2,477,293
0000000507,1969-01-23,1,2026,3,0,2,1,3,2,3220,1704
0000000508,1959-01-26,1,2026,4,0,3,2,2,2,1019,305
0000000509,1954-01-28,1,2026,4,0,3,3,3,2,674,314
0000000510,1954-01-28,1,2026,4,0,2,2,3,2,1675,657
0000000511,1972-01-25,1,2026,3,1,4,2,3,1,2656,776
0000000512,1959-01-28,0,2026,4,0,3,3,3,2,1694,739
0000000513,1959-01-29,1,2026,4,1,4,2,3,2,697,319
0000000514,1965-01-27,1,2026,1,0,4,4,3,1,769,274
0000000515,1955-01-31,1,2026,4,0,2,2,3,2,535,357
0000000516,1969-01-27,1,2026,2,1,4,3,3,2,4753,2278
0000000517,1973-01-27,1,2026,1,0,4,1,3,2,660,288
0000000518,1967-01-29,1,2026,4,0,4,2,3,2,1040,445
0000000519,1967-01-30,0,2026,4,1,4,4,3,2,483,263
0000000520,1978-01-27,0,2026,2,2,4,1,3,1,4057,1058
0000000521,1974-01-29,0,2026,2,2,2,1,3,2,7404,2793
0000000522,1958-02-02,1,2026,4,1,3,2,3,2,1093,595
0000000523,1969-01-31,0,2026,4,0,4,3,3,2,725,408
0000000524,1967-02-01,1,2026,4,0,4,1,3,2,2544,1146
0000000525,1961-02-03,0,2026,3,0,4,4,2,2,5148,2146
0000000526,1979-01-30,0,2026,2,0,4,3,3,2,5302,2134
0000000527,1965-02-03,0,2026,4,0,4,2,3,2,1232,726
0000000528,1972-02-02,1,2026,4,0,4,2,3,2,1486,796
0000000529,1967-02-04,1,2026,4,0,4,3,3,2,1110,417
0000000530,1968-02-04,0,2026,2,0,4,2,3,2,3769,1673
0000000531,1968-02-05,1,2026,2,0,4,3,3,2,3271,1337
0000000532,1964-02-06,1,2026,4,0,4,3,3,2,1501,582
0000000533,1957-02-08,0,2026,4,0,2,2,3,2,993,425
0000000534,1967-02-06,0,2026,4,0,2,3,3,2,1390,999
0000000535,1961-02-08,1,2026,3,0,2,3,3,1,3216,1222
0000000536,1974-02-05,0,2026,4,0,4,3,3,2,350,185
0000000537,1962-02-09,0,2026,4,0,4,4,3,2,826,447
0000000538,1967-02-08,0,2026,4,0,4,4,3,2,550,241
0000000539,1972-02-08,1,2026,4,1,4,2,3,2,587,294
0000000540,1968-02-09,1,2026,4,1,4,4,3,2,879,353
0000000541,1969-02-09,1,2026,4,1,4,4,3,2,547,263
0000000542,1966-02-10,1,2026,3,0,4,4,3,2,3661,2325
0000000543,1963-02-12,0,2026,4,2,2,4,3,2,1028,511
0000000544,1958-02-13,1,2026,4,0,2,1,3,2,789,328
0000000545,1962-02-13,0,2026,4,0,4,2,3,1,581,201
0000000546,1969-02-11,1,2026,4,1,4,1,3,2,805,457
0000000547,1967-02-13,0,2026,4,1,2,1,3,2,652,330
0000000548,1970-02-12,1,2026,3,2,4,3,3,2,2714,1528
0000000549,1971-02-13,1,2026,1,2,4,4,3,2,2725,1064
0000000550,1959-02-16,1,2026,4,0,3,4,3,2,914,507
0000000551,1963-02-16,0,2026,4,0,2,1,2,2,1305,632
0000000552,1971-02-14,0,2026,2,0,2,3,3,2,4661,2731
0000000553,1969-02-15,0,2026,4,0,4,3,3,2,1230,719
0000000554,1968-02-16,1,2026,3,0,4,1,3,2,1792,1078
0000000555,1962-02-18,1,2026,3,0,4,2,3,2,2221,866
0000000556,1967-02-17,1,2026,4,0,4,3,3,2,768,341
0000000557,1964-02-19,0,2026,4,0,4,4,3,2,678,300
0000000558,1961-02-19,1,2026,4,0,4,1,3,2,1559,647
0000000559,1967-02-19,0,2026,3,0,2,2,2,2,2421,649
0000000560,1969-02-18,0,2026,3,0,2,2,3,2,1549,831
0000000561,1970-02-19,0,2026,2,2,2,3,3,2,4959,2122
0000000562,1967-02-20,0,2026,4,0,4,2,3,2,1340,566
0000000563,1971-02-20,1,2026,4,0,4,3,3,2,942,363
0000000564,1964-02-22,0,2026,3,0,4,2,3,2,3511,2076
0000000565,1968-02-22,0,2026,4,0,1,3,3,2,1718,916
0000000566,1974-02-20,0,2026,4,2,2,1,2,2,439,126
0000000567,1960-02-25,1,2026,4,0,4,2,3,2,1175,471
0000000568,1969-02-22,1,2026,4,0,4,4,2,2,323,90
0000000569,1957-02-26,0,2026,4,0,3,2,3,2,745,293
0000000570,1974-02-22,0,2026,1,1,2,3,3,1,1293,336
0000000571,1965-02-25,1,2026,4,1,2,1,2,2,438,114
0000000572,1970-02-24,1,2026,3,0,2,2,3,2,1610,672
0000000573,1976-02-24,1,2026,3,0,4,2,2,2,1588,557
0000000574,1964-02-27,1,2026,4,1,3,3,3,1,1142,362
0000000575,1959-03-01,0,2026,4,0,4,1,3,2,884,373
0000000576,1974-02-25,0,2026,2,0,2,3,3,1,3976,1624
0000000577,1957-03-02,1,2026,3,0,3,1,3,2,3199,1303
0000000578,1962-03-01,1,2026,4,0,4,1,3,2,338,154
0000000579,1957-03-03,0,2026,4,0,2,2,3,1,634,274
0000000580,1962-03-02,1,2026,4,0,2,4,3,1,942,314
0000000581,1966-03-02,0,2026,4,0,2,3,3,2,969,484
0000000582,1966-03-02,1,2026,4,0,4,2,3,2,413,165
0000000583,1968-03-02,0,2026,4,1,4,4,3,2,412,162
0000000584,1966-03-03,1,2026,4,0,4,2,3,1,1227,361
0000000585,1972-03-02,1,2026,4,0,4,4,3,1,2168,1026
0000000586,1966-03-04,1,2026,3,0,4,3,3,2,1713,849
0000000587,1970-03-04,0,2026,4,1,2,3,3,1,410,142
0000000588,1966-03-05,0,2026,4,2,4,3,3,2,1115,442
0000000589,1975-03-04,0,2026,2,0,4,3,3,2,4404,2645
0000000590,1969-03-05,1,2026,4,0,2,1,3,2,588,242
0000000591,1958-03-09,0,2026,4,0,2,2,3,2,1903,870
0000000592,1978-03-04,1,2026,2,0,2,3,3,2,8697,4086
0000000593,1975-03-06,0,2026,3,1,2,1,3,2,2134,1179
0000000594,1967-03-08,0,2026,3,0,2,2,3,2,2368,1152
0000000595,1974-03-07,0,2026,2,0,4,2,3,2,3895,1488
0000000596,1964-03-09,0,2026,4,1,4,2,3,1,632,182
0000000597,1955-03-13,0,2026,4,0,3,1,2,1,687,207
0000000598,1976-03-07,1,2026,2,0,4,1,3,2,3875,1544
0000000599,1978-03-08,1,2026,3,1,2,2,3,2,2581,1871
0000000600,1958-03-13,0,2026,4,1,3,3,3,2,1136,429
0000000601,1973-03-10,0,2026,1,0,4,3,3,1,608,226
0000000602,1960-03-13,1,2026,4,0,2,4,3,2,1374,517
0000000603,1971-03-12,0,2026,4,1,4,2,3,1,836,257
0000000604,1955-03-16,1,2026,4,0,2,2,3,2,1090,492
0000000605,1960-03-15,0,2026,4,1,3,3,3,2,1328,609
0000000606,1956-03-16,0,2026,4,2,3,3,3,2,933,438
0000000607,1970-03-14,1,2026,4,0,4,2,3,2,492,195
0000000608,1976-03-12,0,2026,2,2,4,1,3,1,7762,2533
0000000609,1957-03-18,1,2026,4,0,2,2,3,1,399,131
0000000610,1955-03-19,1,2026,4,0,4,2,3,2,371,219
0000000611,1963-03-18,0,2026,4,0,4,4,3,2,1322,705
0000000612,1972-03-15,1,2026,2,0,4,3,3,2,4075,2965
0000000613,1968-03-17,1,2026,3,0,4,3,3,2,4436,2252
0000000614,1962-03-19,1,2026,4,0,4,3,3,1,573,166
0000000615,1973-03-17,1,2026,3,0,2,1,3,2,1720,661
0000000616,1957-03-21,1,2026,4,0,4,4,3,2,599,230
0000000617,1966-03-20,0,2026,2,2,4,3,2,2,7927,3157
0000000618,1971-03-19,0,2026,4,0,2,2,3,2,1854,1018
0000000619,1974-03-19,0,2026,3,0,4,3,3,2,2456,1219
0000000620,1963-03-22,1,2026,4,0,4,2,3,2,722,293
0000000621,1957-03-24,1,2026,4,0,3,3,3,2,758,296
0000000622,1979-03-19,0,2026,3,1,4,1,3,2,2678,1363
0000000623,1973-03-21,1,2026,1,1,4,3,2,2,1981,559
0000000624,1962-03-24,0,2026,1,0,4,2,3,2,533,277
0000000625,1962-03-25,1,2026,1,0,4,3,3,2,1064,643
0000000626,1971-03-23,1,2026,2,0,4,1,3,2,4225,1895
0000000627,1954-03-28,0,2026,4,1,3,4,3,2,1702,644
0000000628,1962-03-26,0,2026,3,0,4,3,3,2,2105,1243
0000000629,1974-03-24,1,2026,3,0,1,2,3,2,2158,888
0000000630,1961-03-27,0,2026,4,1,4,3,3,2,596,255
0000000631,1965-03-27,1,2026,4,0,2,2,3,1,1368,427
0000000632,1973-03-25,1,2026,4,0,4,2,3,2,733,392
0000000633,1979-03-25,1,2026,1,2,4,1,2,2,1684,490
0000000634,1955-03-31,0,2026,4,0,1,2,3,2,413,155
0000000635,1969-03-28,0,2026,4,0,4,1,3,1,421,120
0000000636,1973-03-27,0,2026,3,1,4,1,2,2,3506,1949
0000000637,1957-04-01,0,2026,4,0,3,3,3,2,1126,446
0000000638,1956-04-01,0,2026,4,0,3,2,3,1,434,116
0000000639,1972-03-29,0,2026,4,2,4,2,3,1,772,356
0000000640,1971-03-30,0,2026,3,0,2,2,3,1,2617,723
0000000641,1962-04-02,0,2026,4,0,3,3,3,2,867,355
0000000642,1973-03-30,1,2026,4,0,2,2,3,2,2122,915
0000000643,1963-04-03,0,2026,4,1,4,1,3,2,1136,518
0000000644,1961-04-03,0,2026,4,0,4,1,3,2,1869,741
0000000645,1973-04-01,1,2026,3,2,4,2,3,1,1971,555
0000000646,1971-04-02,1,2026,4,0,4,3,2,2,537,187
0000000647,1965-04-04,0,2026,4,0,4,3,3,2,811,332
0000000648,1970-04-03,1,2026,3,0,4,3,3,2,1550,778
0000000649,1963-04-06,1,2026,4,0,2,3,3,2,1969,1167
0000000650,1962-04-06,1,2026,4,0,2,2,3,2,1226,684
0000000651,1959-04-08,0,2026,4,0,3,2,3,2,975,371
0000000652,1968-04-05,1,2026,4,1,4,2,3,2,1005,518
0000000653,1967-04-07,1,2026,4,0,2,2,3,2,1421,586
0000000654,1972-04-05,0,2026,2,0,4,3,3,1,4062,1277
0000000655,1970-04-07,1,2026,4,1,4,4,3,1,403,151
0000000656,1974-04-06,1,2026,2,0,4,3,3,2,7997,3441
0000000657,1959-04-11,0,2026,4,0,2,1,3,2,372,189
0000000658,1965-04-09,1,2026,4,0,4,2,3,2,1498,569
0000000659,1960-04-11,0,2026,4,0,4,2,3,2,1522,968
0000000660,1973-04-08,0,2026,2,1,4,2,3,2,7505,4274
0000000661,1972-04-09,1,2026,3,0,4,2,3,2,3469,1621
0000000662,1967-04-11,0,2026,3,0,4,4,3,2,1805,954
0000000663,1964-04-12,0,2026,4,0,4,3,3,2,745,301
0000000664,1958-04-14,1,2026,4,1,3,4,3,2,1619,800
0000000665,1967-04-13,1,2026,2,0,4,2,3,2,4552,2007
0000000666,1958-04-15,1,2026,4,0,3,3,3,2,1669,774
0000000667,1969-04-13,0,2026,3,1,4,2,3,2,1804,874
0000000668,1968-04-13,0,2026,2,0,4,3,3,2,6533,2705
0000000669,1967-04-15,1,2026,4,0,4,3,3,2,1331,528
0000000670,1971-04-14,1,2026,3,0,2,3,3,2,1772,948
0000000671,1959-04-18,0,2026,4,1,3,2,3,2,2269,876
0000000672,1959-04-18,1,2026,4,0,4,4,3,2,658,281
0000000673,1969-04-16,1,2026,4,0,4,3,3,2,369,187
0000000674,1976-04-14,0,2026,3,1,2,1,3,1,1817,558
0000000675,1968-04-17,1,2026,4,1,2,3,3,2,1140,676
0000000676,1971-04-17,1,2026,1,2,4,3,3,1,3525,1462
0000000677,1968-04-18,1,2026,4,0,4,4,3,2,2610,1148
0000000678,1972-04-17,0,2026,3,0,4,3,3,1,2298,604
0000000679,1960-04-21,0,2026,4,0,3,2,3,2,1505,792
0000000680,1975-04-18,1,2026,3,1,4,2,3,2,4173,1734
0000000681,1975-04-19,0,2026,2,1,4,4,2,1,9022,1650
0000000682,1958-04-23,0,2026,4,0,3,3,3,2,819,530
0000000683,1970-04-21,0,2026,4,1,2,3,3,2,596,334
0000000684,1978-04-19,1,2026,3,1,4,3,2,1,2279,466
0000000685,1962-04-24,0,2026,2,0,2,2,3,1,3815,1236
0000000686,1966-04-23,0,2026,4,2,4,2,3,2,1390,604
0000000687,1963-04-25,0,2026,2,0,4,2,3,2,4017,2034
0000000688,1957-04-26,0,2026,4,0,2,1,3,1,569,191
0000000689,1977-04-22,1,2026,3,1,4,3,3,2,2757,1486
0000000690,1971-04-24,0,2026,4,0,4,3,3,2,681,295
0000000691,1973-04-24,0,2026,3,0,4,2,2,2,2321,696
0000000692,1973-04-24,0,2026,3,1,2,3,2,2,3708,940
0000000693,1968-04-26,1,2026,3,2,4,2,3,2,1950,817
0000000694,1960-04-28,1,2026,4,0,4,2,3,2,1449,565
0000000695,1967-04-28,0,2026,4,1,4,2,3,2,1655,690
0000000696,1962-04-29,1,2026,4,0,4,3,2,2,440,132
0000000697,1968-04-28,1,2026,4,0,4,3,3,2,1223,477
0000000698,1973-04-27,1,2026,3,1,4,2,2,2,2428,814
0000000699,1963-05-01,0,2026,4,0,3,3,3,2,937,369
0000000700,1969-04-29,1,2026,3,0,2,4,3,2,4860,1852
0000000701,1977-04-28,0,2026,3,1,4,2,3,2,1556,806
0000000702,1974-04-29,1,2026,3,0,4,4,2,2,2963,887
0000000703,1965-05-02,1,2026,4,0,4,2,3,2,1185,627
0000000704,1970-05-01,0,2026,3,0,4,2,2,2,2891,854
0000000705,1965-05-03,1,2026,4,0,4,2,3,2,1720,671
0000000706,1964-05-03,0,2026,4,0,2,1,3,2,1195,861
0000000707,1961-05-05,0,2026,2,0,3,3,3,2,3497,1489
0000000708,1957-05-06,0,2026,4,0,3,2,3,2,376,147
0000000709,1968-05-04,0,2026,2,1,4,4,3,2,4409,2735
0000000710,1972-05-03,0,2026,2,0,4,3,3,2,10711,4228
0000000711,1963-05-07,1,2026,4,0,2,1,3,2,640,332
0000000712,1969-05-05,1,2026,3,0,4,1,3,2,4281,2085
0000000713,1962-05-08,1,2026,4,0,3,2,3,2,1025,419
0000000714,1954-05-10,0,2026,4,0,3,2,3,2,1810,707
0000000715,1962-05-09,0,2026,4,0,4,3,3,2,1361,829
0000000716,1970-05-07,1,2026,4,0,1,3,3,2,2289,915
0000000717,1967-05-09,1,2026,2,0,2,3,3,1,3998,1603
0000000718,1957-05-11,1,2026,4,0,4,2,3,2,1282,554
0000000719,1971-05-09,1,2026,2,0,2,2,3,1,7965,2710
0000000720,1968-05-09,1,2026,3,0,4,2,2,2,1503,403
0000000721,1966-05-11,1,2026,3,0,2,3,3,1,2839,856
0000000722,1973-05-09,0,2026,2,1,4,2,3,2,8468,5135
0000000723,1975-05-10,0,2026,1,1,4,2,3,1,2185,797
0000000724,1959-05-14,1,2026,4,0,2,1,3,2,863,384
0000000725,1955-05-16,1,2026,4,0,2,4,3,1,1200,415
0000000726,1969-05-12,1,2026,4,0,4,2,3,2,301,128
0000000727,1968-05-13,0,2026,4,1,4,4,3,2,491,298
0000000728,1964-05-14,0,2026,4,0,4,2,2,1,754,215
0000000729,1967-05-15,0,2026,4,0,4,3,3,1,1710,862
0000000730,1957-05-17,1,2026,2,0,2,1,3,2,4632,2364
0000000731,1967-05-16,0,2026,4,1,4,3,3,2,585,253
0000000732,1967-05-16,1,2026,3,1,4,2,2,2,3334,1043
0000000733,1957-05-19,1,2026,4,0,3,4,3,2,399,155
0000000734,1965-05-17,0,2026,4,0,4,3,3,2,1569,880
0000000735,1959-05-20,0,2026,4,1,3,3,3,2,1007,394
0000000736,1962-05-19,0,2026,4,0,3,3,3,2,957,448
0000000737,1971-05-18,0,2026,3,0,1,2,3,2,4462,1802
0000000738,1970-05-18,0,2026,2,1,4,3,2,1,3294,1058
0000000739,1977-05-17,1,2026,3,0,4,2,2,2,2433,1227
0000000740,1966-05-20,0,2026,4,0,4,1,2,2,1010,277
0000000741,1972-05-19,0,2026,4,0,4,4,3,2,841,583
0000000742,1966-05-21,0,2026,4,0,4,4,2,2,1050,414
0000000743,1965-05-22,1,2026,4,0,4,4,3,2,724,382
0000000744,1958-05-24,1,2026,4,0,3,4,3,2,376,151
0000000745,1975-05-21,1,2026,2,2,4,4,3,2,3729,1541
0000000746,1962-05-24,0,2026,4,0,4,4,3,2,1301,558
0000000747,1968-05-23,0,2026,2,0,4,3,2,2,4946,1608
0000000748,1955-05-27,1,2026,4,0,4,2,3,2,322,209
0000000749,1976-05-22,1,2026,2,3,4,2,3,2,6943,3311
0000000750,1976-05-22,0,2026,3,1,4,3,3,1,2456,627
0000000751,1959-05-28,1,2026,4,0,3,2,3,2,620,330
0000000752,1969-05-25,1,2026,3,0,4,2,3,2,1669,835
0000000753,1966-05-27,1,2026,4,0,4,1,3,2,2187,1065
0000000754,1962-05-28,0,2026,4,0,4,3,2,2,498,177
0000000755,1969-05-27,1,2026,4,1,4,4,3,2,2292,1019
0000000756,1974-05-26,0,2026,3,1,4,1,3,1,1848,564
0000000757,1968-05-28,1,2026,4,0,4,2,3,2,563,230
0000000758,1972-05-27,0,2026,2,0,4,3,3,2,4677,3101
0000000759,1967-05-30,1,2026,4,0,2,2,3,2,324,127
0000000760,1960-05-31,0,2026,4,0,3,2,3,1,394,142
0000000761,1966-05-31,1,2026,2,0,4,2,3,2,6910,3376
0000000762,1968-05-30,0,2026,2,1,4,3,2,1,3126,468
0000000763,1975-05-30,0,2026,2,0,2,2,3,2,6485,2878
0000000764,1968-05-31,0,2026,4,0,4,3,3,2,941,366
0000000765,1957-06-04,1,2026,4,0,2,3,3,2,1454,575
0000000766,1972-05-31,1,2026,3,0,4,2,3,1,1876,518
0000000767,1966-06-03,0,2026,3,0,4,3,3,2,2093,1071
0000000768,1958-06-05,1,2026,4,0,3,2,3,2,1357,563
0000000769,1971-06-03,1,2026,3,0,4,1,3,2,2031,852
0000000770,1964-06-04,0,2026,4,0,2,2,3,2,356,166
0000000771,1957-06-07,1,2026,4,0,3,2,3,2,600,299
0000000772,1974-06-03,1,2026,3,0,4,2,3,2,1827,1143
0000000773,1960-06-07,0,2026,4,0,1,2,3,1,423,141
0000000774,1962-06-07,1,2026,4,0,2,3,3,2,738,367
0000000775,1967-06-07,1,2026,4,0,2,3,3,2,1117,649
0000000776,1973-06-05,1,2026,2,2,4,2,2,2,4680,2244
0000000777,1960-06-09,1,2026,4,0,2,2,3,2,486,281
0000000778,1972-06-06,0,2026,4,0,4,1,2,2,1364,433
0000000779,1962-06-10,0,2026,4,0,2,3,3,2,1562,844
0000000780,1961-06-10,1,2026,4,0,2,3,3,2,1686,723
0000000781,1961-06-11,0,2026,4,0,4,3,3,2,3401,1553
0000000782,1972-06-08,1,2026,2,0,2,3,3,2,7742,3086
0000000783,1976-06-08,0,2026,3,0,2,2,2,2,1919,546
0000000784,1956-06-13,1,2026,4,0,2,3,3,2,1625,615
0000000785,1970-06-11,0,2026,3,0,2,2,3,2,2338,911
0000000786,1966-06-12,0,2026,4,0,4,3,3,2,327,223
0000000787,1957-06-15,1,2026,4,0,2,2,3,2,1034,612
0000000788,1955-06-16,0,2026,4,0,2,3,3,1,925,251
0000000789,1959-06-16,0,2026,4,0,2,1,3,1,973,431
0000000790,1963-06-15,1,2026,4,0,2,1,3,2,1351,626
0000000791,1958-06-17,1,2026,4,0,3,3,3,2,999,399
0000000792,1972-06-13,0,2026,4,0,2,2,3,2,1042,398
0000000793,1962-06-17,1,2026,4,0,4,2,3,1,2136,1045
0000000794,1976-06-13,0,2026,3,1,2,2,3,2,2280,1302
0000000795,1968-06-16,0,2026,2,1,4,2,3,2,5268,2724
0000000796,1974-06-15,0,2026,2,1,4,1,3,1,5427,1559
0000000797,1968-06-17,0,2026,2,0,4,2,3,2,4210,1579
0000000798,1966-06-18,0,2026,2,1,2,4,3,2,6057,3256
0000000799,1965-06-19,0,2026,4,0,2,1,3,2,392,153
0000000800,1965-06-19,0,2026,4,0,2,3,3,2,684,314
0000000801,1978-06-17,0,2026,1,0,1,3,2,2,1887,784
0000000802,1961-06-21,1,2026,4,0,3,1,3,1,2209,650
0000000803,1966-06-21,1,2026,4,0,4,2,3,2,355,219
0000000804,1976-06-18,1,2026,2,0,2,2,3,2,4003,1820
0000000805,1962-06-23,0,2026,4,0,4,4,3,2,377,173
0000000806,1957-06-24,0,2026,4,1,4,1,3,2,971,553
0000000807,1963-06-24,0,2026,4,0,2,2,3,2,1302,708
0000000808,1960-06-24,0,2026,3,0,3,1,2,1,3995,1053
0000000809,1965-06-24,0,2026,4,0,2,3,3,2,752,401
0000000810,1966-06-24,1,2026,4,0,4,3,3,2,430,214
0000000811,1973-06-23,0,2026,2,0,2,1,3,1,3439,1003
0000000812,1961-06-26,0,2026,4,1,4,2,3,2,1301,761
0000000813,1962-06-27,1,2026,4,0,2,2,3,2,1426,604
0000000814,1976-06-23,1,2026,2,0,4,4,3,2,8059,3367
0000000815,1972-06-25,1,2026,4,1,4,3,2,2,482,148
0000000816,1955-06-30,1,2026,4,0,3,1,3,2,1219,521
0000000817,1972-06-26,0,2026,3,0,4,2,3,2,2198,850
0000000818,1978-06-25,1,2026,1,3,4,3,3,2,1328,625
0000000819,1967-06-29,0,2026,4,1,2,3,3,2,561,288
0000000820,1964-06-29,0,2026,4,0,2,1,3,2,2086,1255
